ID,FP,Approved,On hold,Sourcing start,Interview start,Interview end,Offered,Filled,Status,Role Type,Recruiting Channel,Offer Bonus,City,State
4298,F,2014-06-12,,2014-06-20 00:00:00,2014-07-08 00:00:00,2014-07-24 00:00:00,2014-07-29 00:00:00,2014-08-06 00:00:00,Filled,Technical,LinkedIn,21500.0,Atlanta,GA
8304,P,2014-06-21,,2014-06-28 00:00:00,2014-07-10 00:00:00,2014-08-03 00:00:00,2014-08-08 00:00:00,2014-08-13 00:00:00,Filled,Non-Technical,Direct,,Atlanta,GA
13559,F,2014-07-24,,2014-08-02 00:00:00,2014-08-12 00:00:00,,,,Interview start,Technical,LinkedIn,,Seattle,WA
8019,P,2014-06-11,,2014-06-17 00:00:00,2014-07-03 00:00:00,2014-07-22 00:00:00,2014-07-27 00:00:00,2014-08-03 00:00:00,Filled,Non-Technical,LinkedIn,,Chicago,IL
1203,P,2014-08-24,,2014-08-29 00:00:00,,,,,Sourcing start,Technical,,,San Francisco,CA
9073,P,2014-03-13,2014-04-08 00:00:00,,,,,,On hold,Non-Technical,,,San Francisco,CA
11344,F,2014-06-21,,2014-06-30 00:00:00,2014-07-16 00:00:00,2014-08-10 00:00:00,2014-08-16 00:00:00,2014-08-23 00:00:00,Filled,Technical,LinkedIn,13000.0,Atlanta,GA
17409,F,2014-08-24,,2014-08-29 00:00:00,,,,,Sourcing start,Non-Technical,,,Dallas,TX
11643,P,2014-08-19,,2014-08-27 00:00:00,,,,,Sourcing start,Technical,,,Atlanta,GA
1043,P,2014-07-20,,2014-07-26 00:00:00,2014-08-07 00:00:00,,,,Interview start,Non-Technical,LinkedIn,,Chicago,IL
5275,P,2014-06-18,,2014-06-26 00:00:00,2014-07-10 00:00:00,2014-07-26 00:00:00,2014-08-02 00:00:00,2014-08-08 00:00:00,Filled,Technical,Referral,,Chicago,IL
13910,F,2014-07-02,,2014-07-08 00:00:00,2014-07-24 00:00:00,2014-08-13 00:00:00,2014-08-18 00:00:00,2014-08-27 00:00:00,Filled,Technical,LinkedIn,24000.0,Chicago,IL
16482,P,2014-08-17,,2014-08-22 00:00:00,,,,,Sourcing start,Non-Technical,,,San Francisco,CA
2729,F,2014-08-08,,2014-08-15 00:00:00,2014-08-31 00:00:00,,,,Interview start,Technical,Internal,,Miami,FL
18200,P,2014-08-21,,2014-08-26 00:00:00,,,,,Sourcing start,Technical,,,New York,NY
18775,F,2014-07-09,,2014-07-15 00:00:00,2014-07-28 00:00:00,2014-08-17 00:00:00,2014-08-25 00:00:00,,Offered,Non-Technical,Referral,8500.0,Denver,CO
14785,F,2014-07-08,,2014-07-14 00:00:00,2014-07-28 00:00:00,2014-08-12 00:00:00,2014-08-17 00:00:00,2014-08-26 00:00:00,Filled,Non-Technical,LinkedIn,9000.0,Boston,MA
5896,F,2014-08-07,,2014-08-13 00:00:00,,,,,Sourcing start,Technical,,,Dallas,TX
6312,P,2014-08-17,,2014-08-22 00:00:00,,,,,Sourcing start,Non-Technical,,,Atlanta,GA
19507,P,2014-06-23,,2014-07-01 00:00:00,2014-07-19 00:00:00,2014-08-08 00:00:00,2014-08-15 00:00:00,2014-08-23 00:00:00,Filled,Non-Technical,Internal,,Seattle,WA
817,P,2014-06-19,,2014-06-24 00:00:00,2014-07-11 00:00:00,2014-07-26 00:00:00,2014-07-31 00:00:00,2014-08-09 00:00:00,Filled,Technical,Referral,,Boston,MA
9893,P,2014-08-27,,,,,,,Approved,Non-Technical,,,Boston,MA
14215,F,2014-07-29,,2014-08-03 00:00:00,2014-08-14 00:00:00,,,,Interview start,Non-Technical,LinkedIn,,Miami,FL
12223,F,2014-08-11,,2014-08-16 00:00:00,,,,,Sourcing start,Non-Technical,,,Dallas,TX
11484,F,2014-07-26,,2014-07-31 00:00:00,2014-08-16 00:00:00,,,,Interview start,Technical,LinkedIn,,Chicago,IL
469,P,2014-08-02,,2014-08-08 00:00:00,2014-08-18 00:00:00,,,,Interview start,Non-Technical,LinkedIn,,Seattle,WA
7297,F,2014-07-02,,2014-07-10 00:00:00,2014-07-20 00:00:00,2014-08-16 00:00:00,2014-08-24 00:00:00,,Offered,Technical,Direct,13000.0,Chicago,IL
15886,F,2014-08-17,,2014-08-26 00:00:00,,,,,Sourcing start,Technical,,,New York,NY
17333,F,2014-08-01,,2014-08-07 00:00:00,2014-08-23 00:00:00,,,,Interview start,Technical,LinkedIn,,Dallas,TX
9434,P,2014-08-14,,2014-08-21 00:00:00,,,,,Sourcing start,Non-Technical,,,Boston,MA
16967,P,2014-06-20,,2014-06-27 00:00:00,2014-07-12 00:00:00,2014-07-29 00:00:00,2014-08-06 00:00:00,2014-08-14 00:00:00,Filled,Non-Technical,Referral,,Seattle,WA
19381,P,2014-08-17,,2014-08-22 00:00:00,,,,,Sourcing start,Non-Technical,,,Chicago,IL
19198,F,2014-06-21,,2014-06-27 00:00:00,2014-07-11 00:00:00,2014-08-06 00:00:00,2014-08-14 00:00:00,2014-08-19 00:00:00,Filled,Non-Technical,Internal,19500.0,Boston,MA
6002,F,2014-06-24,,2014-07-01 00:00:00,2014-07-11 00:00:00,2014-07-31 00:00:00,2014-08-07 00:00:00,2014-08-12 00:00:00,Filled,Technical,LinkedIn,18000.0,Seattle,WA
973,F,2014-08-08,,2014-08-17 00:00:00,2014-08-29 00:00:00,,,,Interview start,Technical,Internal,,Austin,TX
1329,F,2014-08-08,,2014-08-15 00:00:00,2014-08-26 00:00:00,,,,Interview start,Technical,LinkedIn,,San Francisco,CA
3025,P,2014-02-09,2014-02-22 00:00:00,,,,,,On hold,Technical,,,Boston,MA
9784,F,2014-07-28,,2014-08-04 00:00:00,2014-08-16 00:00:00,,,,Interview start,Non-Technical,LinkedIn,,Chicago,IL
16536,F,2014-08-18,,2014-08-26 00:00:00,,,,,Sourcing start,Non-Technical,,,Dallas,TX
8318,F,2014-08-18,,2014-08-27 00:00:00,,,,,Sourcing start,Technical,,,Austin,TX
14483,F,2014-08-19,,2014-08-24 00:00:00,,,,,Sourcing start,Technical,,,Denver,CO
2885,F,2014-07-24,,2014-07-29 00:00:00,2014-08-13 00:00:00,2014-08-30 00:00:00,,,Interview end,Technical,Internal,,Miami,FL
6413,P,2014-07-21,,2014-07-30 00:00:00,2014-08-18 00:00:00,,,,Interview start,Technical,Direct,,Atlanta,GA
842,P,2014-01-17,2014-02-08 00:00:00,,,,,,On hold,Non-Technical,,,San Francisco,CA
19209,F,2014-06-18,,2014-06-25 00:00:00,2014-07-05 00:00:00,2014-07-31 00:00:00,2014-08-05 00:00:00,2014-08-13 00:00:00,Filled,Non-Technical,LinkedIn,15000.0,Denver,CO
19331,P,2014-07-02,,2014-07-07 00:00:00,2014-07-25 00:00:00,2014-08-09 00:00:00,2014-08-18 00:00:00,2014-08-24 00:00:00,Filled,Non-Technical,LinkedIn,,Seattle,WA
3753,P,2014-07-04,,2014-07-12 00:00:00,2014-07-28 00:00:00,2014-08-17 00:00:00,2014-08-26 00:00:00,,Offered,Non-Technical,Direct,,Dallas,TX
12861,P,2014-07-28,,2014-08-05 00:00:00,2014-08-17 00:00:00,,,,Interview start,Technical,LinkedIn,,Atlanta,GA
2877,F,2014-08-18,,2014-08-26 00:00:00,,,,,Sourcing start,Technical,,,Seattle,WA
12342,P,2014-08-27,,,,,,,Approved,Non-Technical,,,San Francisco,CA
9447,P,2014-07-26,,2014-07-31 00:00:00,2014-08-11 00:00:00,,,,Interview start,Non-Technical,Referral,,Chicago,IL
9334,P,2014-07-26,,2014-08-04 00:00:00,2014-08-14 00:00:00,,,,Interview start,Technical,LinkedIn,,Seattle,WA
18603,P,2014-06-25,,2014-07-03 00:00:00,2014-07-15 00:00:00,2014-08-12 00:00:00,2014-08-18 00:00:00,2014-08-26 00:00:00,Filled,Non-Technical,LinkedIn,,Boston,MA
7429,P,2014-07-22,,2014-07-29 00:00:00,2014-08-16 00:00:00,,,,Interview start,Non-Technical,LinkedIn,,Seattle,WA
11608,F,2014-08-13,,2014-08-20 00:00:00,,,,,Sourcing start,Non-Technical,,,Dallas,TX
9330,P,2014-08-18,,2014-08-26 00:00:00,,,,,Sourcing start,Non-Technical,,,New York,NY
10653,P,2014-08-02,,2014-08-07 00:00:00,2014-08-18 00:00:00,,,,Interview start,Non-Technical,LinkedIn,,New York,NY
7224,F,2014-07-25,,2014-08-01 00:00:00,2014-08-13 00:00:00,2014-08-30 00:00:00,,,Interview end,Non-Technical,LinkedIn,,Austin,TX
16513,P,2014-06-06,,2014-06-11 00:00:00,2014-06-21 00:00:00,2014-07-20 00:00:00,2014-07-29 00:00:00,2014-08-06 00:00:00,Filled,Technical,Internal,,Miami,FL
6001,P,2014-08-23,,2014-08-28 00:00:00,,,,,Sourcing start,Technical,,,San Francisco,CA
6751,F,2014-06-25,,2014-07-03 00:00:00,2014-07-21 00:00:00,2014-08-16 00:00:00,2014-08-24 00:00:00,2014-08-30 00:00:00,Filled,Technical,LinkedIn,21500.0,Dallas,TX
10429,P,2014-08-27,,,,,,,Approved,Technical,,,Seattle,WA
8586,F,2014-08-12,,2014-08-20 00:00:00,,,,,Sourcing start,Non-Technical,,,Miami,FL
7616,F,2014-08-31,,,,,,,Approved,Non-Technical,,,Atlanta,GA
17976,F,2014-07-30,,2014-08-08 00:00:00,2014-08-23 00:00:00,,,,Interview start,Technical,LinkedIn,,Denver,CO
19649,P,2014-07-29,,2014-08-05 00:00:00,2014-08-18 00:00:00,,,,Interview start,Non-Technical,Referral,,San Francisco,CA
9843,F,2014-06-17,,2014-06-25 00:00:00,2014-07-12 00:00:00,2014-08-02 00:00:00,2014-08-11 00:00:00,2014-08-16 00:00:00,Filled,Technical,Referral,30000.0,Seattle,WA
5516,P,2014-07-22,,2014-07-30 00:00:00,2014-08-14 00:00:00,2014-08-30 00:00:00,,,Interview end,Technical,Direct,,Miami,FL
16672,F,2014-07-01,,2014-07-10 00:00:00,2014-07-24 00:00:00,2014-08-11 00:00:00,2014-08-17 00:00:00,2014-08-22 00:00:00,Filled,Technical,LinkedIn,27000.0,New York,NY
5942,P,2014-05-28,,2014-06-04 00:00:00,2014-06-22 00:00:00,2014-07-21 00:00:00,2014-07-27 00:00:00,2014-08-05 00:00:00,Filled,Technical,LinkedIn,,New York,NY
10001,P,2014-06-27,,2014-07-05 00:00:00,2014-07-17 00:00:00,2014-08-08 00:00:00,2014-08-15 00:00:00,2014-08-23 00:00:00,Filled,Technical,LinkedIn,,Dallas,TX
13348,F,2014-08-06,,2014-08-11 00:00:00,2014-08-23 00:00:00,,,,Interview start,Non-Technical,LinkedIn,,Denver,CO
16610,F,2014-07-08,,2014-07-17 00:00:00,2014-07-29 00:00:00,2014-08-19 00:00:00,2014-08-28 00:00:00,,Offered,Technical,LinkedIn,21500.0,San Francisco,CA
11617,F,2014-07-05,,2014-07-11 00:00:00,2014-07-21 00:00:00,2014-08-15 00:00:00,2014-08-23 00:00:00,,Offered,Non-Technical,LinkedIn,13500.0,Miami,FL
10775,F,2014-07-17,,2014-07-22 00:00:00,2014-08-08 00:00:00,2014-08-31 00:00:00,,,Interview end,Technical,Referral,,Dallas,TX
4393,F,2014-07-18,,2014-07-24 00:00:00,2014-08-10 00:00:00,2014-08-29 00:00:00,,,Interview end,Technical,LinkedIn,,Miami,FL
12958,F,2014-06-08,,2014-06-16 00:00:00,2014-07-02 00:00:00,2014-07-20 00:00:00,2014-07-27 00:00:00,2014-08-03 00:00:00,Filled,Technical,LinkedIn,17000.0,Chicago,IL
16629,F,2014-07-23,,2014-08-01 00:00:00,2014-08-12 00:00:00,,,,Interview start,Non-Technical,LinkedIn,,San Francisco,CA
11812,P,2014-08-03,,2014-08-12 00:00:00,2014-08-25 00:00:00,,,,Interview start,Technical,LinkedIn,,Austin,TX
11874,P,2014-06-28,,2014-07-03 00:00:00,2014-07-19 00:00:00,2014-08-16 00:00:00,2014-08-23 00:00:00,2014-08-28 00:00:00,Filled,Non-Technical,LinkedIn,,Dallas,TX
2915,P,2014-07-19,,2014-07-26 00:00:00,2014-08-13 00:00:00,,,,Interview start,Non-Technical,Referral,,New York,NY
3522,P,2014-08-04,,2014-08-11 00:00:00,2014-08-30 00:00:00,,,,Interview start,Non-Technical,Internal,,Austin,TX
3328,P,2014-06-27,,2014-07-06 00:00:00,2014-07-17 00:00:00,2014-08-15 00:00:00,2014-08-22 00:00:00,2014-08-31 00:00:00,Filled,Non-Technical,Referral,,Seattle,WA
7916,F,2014-08-13,,2014-08-19 00:00:00,,,,,Sourcing start,Technical,,,Austin,TX
18868,P,2014-06-10,,2014-06-17 00:00:00,2014-07-04 00:00:00,2014-08-02 00:00:00,2014-08-09 00:00:00,2014-08-16 00:00:00,Filled,Technical,Referral,,Austin,TX
14032,P,2014-06-19,,2014-06-25 00:00:00,2014-07-13 00:00:00,2014-08-07 00:00:00,2014-08-13 00:00:00,2014-08-19 00:00:00,Filled,Technical,Direct,,Dallas,TX
2050,P,2014-08-12,,2014-08-19 00:00:00,,,,,Sourcing start,Non-Technical,,,Boston,MA
1289,F,2014-02-13,2014-02-26 00:00:00,,,,,,On hold,Technical,,,Austin,TX
8154,F,2014-07-02,,2014-07-10 00:00:00,2014-07-26 00:00:00,2014-08-12 00:00:00,2014-08-21 00:00:00,2014-08-29 00:00:00,Filled,Technical,Referral,12000.0,Austin,TX
10356,P,2014-08-18,,2014-08-24 00:00:00,,,,,Sourcing start,Non-Technical,,,Miami,FL
4350,F,2014-06-21,,2014-06-26 00:00:00,2014-07-15 00:00:00,2014-08-09 00:00:00,2014-08-15 00:00:00,2014-08-21 00:00:00,Filled,Technical,Internal,16500.0,San Francisco,CA
11166,P,2014-07-05,,2014-07-14 00:00:00,2014-07-25 00:00:00,2014-08-20 00:00:00,2014-08-29 00:00:00,,Offered,Non-Technical,LinkedIn,,New York,NY
11180,F,2014-08-16,,2014-08-23 00:00:00,,,,,Sourcing start,Non-Technical,,,Dallas,TX
16304,F,2014-06-03,,2014-06-08 00:00:00,2014-06-27 00:00:00,2014-07-25 00:00:00,2014-07-31 00:00:00,2014-08-08 00:00:00,Filled,Technical,LinkedIn,16000.0,Denver,CO
5300,F,2014-08-19,,2014-08-27 00:00:00,,,,,Sourcing start,Technical,,,Austin,TX
1038,F,2014-06-18,,2014-06-26 00:00:00,2014-07-07 00:00:00,2014-08-05 00:00:00,2014-08-11 00:00:00,2014-08-20 00:00:00,Filled,Technical,Referral,27000.0,Atlanta,GA
5327,F,2014-06-11,,2014-06-16 00:00:00,2014-07-03 00:00:00,2014-07-22 00:00:00,2014-07-29 00:00:00,2014-08-07 00:00:00,Filled,Non-Technical,LinkedIn,8000.0,San Francisco,CA
8314,P,2014-08-25,,,,,,,Approved,Non-Technical,,,Denver,CO
18704,P,2014-06-27,,2014-07-06 00:00:00,2014-07-23 00:00:00,2014-08-14 00:00:00,2014-08-21 00:00:00,2014-08-27 00:00:00,Filled,Non-Technical,LinkedIn,,Miami,FL
3309,P,2014-07-30,,2014-08-04 00:00:00,2014-08-19 00:00:00,,,,Interview start,Non-Technical,Referral,,Denver,CO
16809,P,2014-08-12,,2014-08-17 00:00:00,,,,,Sourcing start,Non-Technical,,,Denver,CO
18112,P,2014-08-16,,2014-08-22 00:00:00,,,,,Sourcing start,Technical,,,Denver,CO
18080,P,2014-06-16,,2014-06-21 00:00:00,2014-07-10 00:00:00,2014-07-26 00:00:00,2014-08-01 00:00:00,2014-08-06 00:00:00,Filled,Technical,Internal,,Atlanta,GA
10672,F,2014-08-17,,2014-08-22 00:00:00,,,,,Sourcing start,Non-Technical,,,San Francisco,CA
13923,P,2014-08-05,,2014-08-14 00:00:00,2014-08-28 00:00:00,,,,Interview start,Technical,Direct,,Denver,CO
13970,P,2014-07-02,,2014-07-10 00:00:00,2014-07-25 00:00:00,2014-08-13 00:00:00,2014-08-21 00:00:00,2014-08-26 00:00:00,Filled,Technical,LinkedIn,,Seattle,WA
17763,F,2014-08-23,,2014-08-29 00:00:00,,,,,Sourcing start,Non-Technical,,,Boston,MA
5460,F,2014-07-28,,2014-08-03 00:00:00,2014-08-14 00:00:00,,,,Interview start,Technical,LinkedIn,,Chicago,IL
8413,P,2014-06-16,,2014-06-22 00:00:00,2014-07-04 00:00:00,2014-08-01 00:00:00,2014-08-10 00:00:00,2014-08-17 00:00:00,Filled,Non-Technical,Referral,,New York,NY
14549,F,2014-08-04,,2014-08-13 00:00:00,2014-08-31 00:00:00,,,,Interview start,Non-Technical,Internal,,Seattle,WA
6523,P,2014-07-09,,2014-07-15 00:00:00,2014-07-31 00:00:00,2014-08-27 00:00:00,,,Interview end,Technical,LinkedIn,,Austin,TX
2706,P,2014-08-15,,2014-08-23 00:00:00,,,,,Sourcing start,Non-Technical,,,Miami,FL
8859,P,2014-08-10,,2014-08-18 00:00:00,,,,,Sourcing start,Technical,,,Chicago,IL
1091,P,2014-07-02,,2014-07-08 00:00:00,2014-07-18 00:00:00,2014-08-07 00:00:00,2014-08-16 00:00:00,2014-08-22 00:00:00,Filled,Technical,Referral,,Dallas,TX
15542,F,2014-07-04,,2014-07-12 00:00:00,2014-07-30 00:00:00,2014-08-23 00:00:00,2014-08-28 00:00:00,,Offered,Technical,Internal,13500.0,San Francisco,CA
18764,F,2014-07-14,,2014-07-22 00:00:00,2014-08-09 00:00:00,2014-08-25 00:00:00,,,Interview end,Technical,LinkedIn,,Chicago,IL
7934,F,2014-04-25,2014-05-11 00:00:00,,,,,,On hold,Non-Technical,,,Austin,TX
2785,P,2014-06-10,,2014-06-19 00:00:00,2014-07-03 00:00:00,2014-08-01 00:00:00,2014-08-08 00:00:00,2014-08-13 00:00:00,Filled,Technical,Internal,,Austin,TX
15582,P,2014-06-21,,2014-06-28 00:00:00,2014-07-14 00:00:00,2014-08-05 00:00:00,2014-08-13 00:00:00,2014-08-21 00:00:00,Filled,Technical,LinkedIn,,Seattle,WA
15339,P,2014-08-29,,,,,,,Approved,Technical,,,New York,NY
5782,F,2014-08-31,,,,,,,Approved,Non-Technical,,,Seattle,WA
19042,F,2014-07-07,,2014-07-16 00:00:00,2014-08-03 00:00:00,2014-08-24 00:00:00,2014-08-30 00:00:00,,Offered,Non-Technical,LinkedIn,9000.0,Denver,CO
3634,F,2014-07-23,,2014-07-31 00:00:00,2014-08-17 00:00:00,,,,Interview start,Technical,Internal,,Dallas,TX
15071,P,2014-06-20,,2014-06-26 00:00:00,2014-07-14 00:00:00,2014-07-31 00:00:00,2014-08-08 00:00:00,2014-08-16 00:00:00,Filled,Technical,LinkedIn,,Miami,FL
15997,P,2014-08-01,,2014-08-08 00:00:00,2014-08-21 00:00:00,,,,Interview start,Technical,Referral,,New York,NY
10127,F,2014-06-17,,2014-06-22 00:00:00,2014-07-10 00:00:00,2014-07-27 00:00:00,2014-08-04 00:00:00,2014-08-13 00:00:00,Filled,Technical,LinkedIn,15500.0,San Francisco,CA
4508,F,2014-06-25,,2014-07-04 00:00:00,2014-07-21 00:00:00,2014-08-08 00:00:00,2014-08-13 00:00:00,2014-08-18 00:00:00,Filled,Non-Technical,Referral,24500.0,San Francisco,CA
17828,P,2014-07-27,,2014-08-01 00:00:00,2014-08-15 00:00:00,2014-08-31 00:00:00,,,Interview end,Non-Technical,Referral,,Boston,MA
18237,F,2014-08-23,,2014-08-28 00:00:00,,,,,Sourcing start,Technical,,,New York,NY
4842,P,2014-06-06,,2014-06-11 00:00:00,2014-06-26 00:00:00,2014-07-20 00:00:00,2014-07-26 00:00:00,2014-08-04 00:00:00,Filled,Technical,LinkedIn,,New York,NY
1737,P,2014-06-18,,2014-06-25 00:00:00,2014-07-07 00:00:00,2014-08-01 00:00:00,2014-08-09 00:00:00,2014-08-15 00:00:00,Filled,Technical,LinkedIn,,San Francisco,CA
3994,F,2014-03-09,2014-04-02 00:00:00,,,,,,On hold,Non-Technical,,,Chicago,IL
3748,P,2014-07-31,,2014-08-08 00:00:00,2014-08-21 00:00:00,,,,Interview start,Technical,Direct,,San Francisco,CA
15981,P,2014-08-07,,2014-08-15 00:00:00,,,,,Sourcing start,Non-Technical,,,Chicago,IL
2556,F,2014-06-30,,2014-07-07 00:00:00,2014-07-26 00:00:00,2014-08-16 00:00:00,2014-08-24 00:00:00,,Offered,Non-Technical,Internal,5000.0,Austin,TX
13671,P,2014-05-25,,2014-06-02 00:00:00,2014-06-20 00:00:00,2014-07-19 00:00:00,2014-07-28 00:00:00,2014-08-05 00:00:00,Filled,Technical,Internal,,Austin,TX
1882,F,2014-06-05,,2014-06-14 00:00:00,2014-06-24 00:00:00,2014-07-18 00:00:00,2014-07-23 00:00:00,2014-08-01 00:00:00,Filled,Non-Technical,LinkedIn,17000.0,Miami,FL
15586,F,2014-06-16,,2014-06-25 00:00:00,2014-07-08 00:00:00,2014-07-25 00:00:00,2014-07-30 00:00:00,2014-08-04 00:00:00,Filled,Non-Technical,LinkedIn,13500.0,Denver,CO
4422,P,2014-08-19,,2014-08-26 00:00:00,,,,,Sourcing start,Non-Technical,,,Dallas,TX
13948,F,2014-08-27,,,,,,,Approved,Technical,,,Miami,FL
19123,P,2014-06-13,,2014-06-19 00:00:00,2014-07-04 00:00:00,2014-07-31 00:00:00,2014-08-09 00:00:00,2014-08-18 00:00:00,Filled,Technical,Internal,,New York,NY
7704,P,2014-06-09,,2014-06-14 00:00:00,2014-06-26 00:00:00,2014-07-21 00:00:00,2014-07-30 00:00:00,2014-08-08 00:00:00,Filled,Non-Technical,LinkedIn,,Seattle,WA
4468,F,2014-08-06,,2014-08-13 00:00:00,2014-08-29 00:00:00,,,,Interview start,Non-Technical,LinkedIn,,Chicago,IL
6069,P,2014-08-06,,2014-08-13 00:00:00,2014-08-30 00:00:00,,,,Interview start,Non-Technical,LinkedIn,,Miami,FL
11723,P,2014-06-13,,2014-06-19 00:00:00,2014-07-02 00:00:00,2014-07-26 00:00:00,2014-07-31 00:00:00,2014-08-05 00:00:00,Filled,Non-Technical,Direct,,Austin,TX
2197,P,2014-08-18,,2014-08-26 00:00:00,,,,,Sourcing start,Non-Technical,,,Seattle,WA
13471,F,2014-08-08,,2014-08-17 00:00:00,,,,,Sourcing start,Non-Technical,,,Denver,CO
19665,F,2014-07-27,,2014-08-01 00:00:00,2014-08-14 00:00:00,,,,Interview start,Technical,Internal,,Dallas,TX
14068,F,2014-08-02,,2014-08-08 00:00:00,2014-08-21 00:00:00,,,,Interview start,Non-Technical,LinkedIn,,Seattle,WA
19774,P,2014-08-29,,,,,,,Approved,Non-Technical,,,Miami,FL
9953,F,2014-07-28,,2014-08-04 00:00:00,2014-08-21 00:00:00,,,,Interview start,Non-Technical,Internal,,San Francisco,CA
12369,P,2014-08-25,,,,,,,Approved,Non-Technical,,,Boston,MA
12002,F,2014-07-17,,2014-07-24 00:00:00,2014-08-05 00:00:00,,,,Interview start,Technical,LinkedIn,,Seattle,WA
5917,F,2014-07-13,,2014-07-20 00:00:00,2014-08-02 00:00:00,2014-08-20 00:00:00,2014-08-26 00:00:00,2014-08-31 00:00:00,Filled,Non-Technical,LinkedIn,15500.0,Miami,FL
8793,P,2014-08-14,,2014-08-19 00:00:00,,,,,Sourcing start,Non-Technical,,,Atlanta,GA
15531,P,2014-05-26,,2014-06-03 00:00:00,2014-06-22 00:00:00,2014-07-21 00:00:00,2014-07-29 00:00:00,2014-08-03 00:00:00,Filled,Technical,Direct,,Denver,CO
4477,F,2014-08-02,,2014-08-10 00:00:00,2014-08-27 00:00:00,,,,Interview start,Non-Technical,LinkedIn,,Atlanta,GA
17806,P,2014-08-16,,2014-08-24 00:00:00,,,,,Sourcing start,Technical,,,Dallas,TX
13788,P,2014-08-15,,2014-08-22 00:00:00,,,,,Sourcing start,Technical,,,Dallas,TX
15374,F,2014-07-10,,2014-07-19 00:00:00,2014-07-29 00:00:00,2014-08-13 00:00:00,2014-08-20 00:00:00,2014-08-26 00:00:00,Filled,Technical,Direct,21000.0,Seattle,WA
10844,F,2014-07-25,,2014-07-30 00:00:00,2014-08-14 00:00:00,,,,Interview start,Technical,LinkedIn,,Seattle,WA
335,P,2014-07-08,,2014-07-14 00:00:00,2014-07-27 00:00:00,2014-08-20 00:00:00,2014-08-28 00:00:00,,Offered,Non-Technical,Direct,,Chicago,IL
17454,P,2014-07-16,,2014-07-23 00:00:00,2014-08-07 00:00:00,2014-08-25 00:00:00,,,Interview end,Non-Technical,LinkedIn,,San Francisco,CA
1004,F,2014-07-07,,2014-07-14 00:00:00,2014-07-29 00:00:00,2014-08-23 00:00:00,,,Interview end,Non-Technical,LinkedIn,,Miami,FL
6113,P,2014-07-24,,2014-07-31 00:00:00,2014-08-15 00:00:00,,,,Interview start,Non-Technical,Internal,,Dallas,TX
3082,F,2014-08-25,,2014-08-31 00:00:00,,,,,Sourcing start,Technical,,,Dallas,TX
2017,P,2014-06-05,,2014-06-10 00:00:00,2014-06-29 00:00:00,2014-07-26 00:00:00,2014-08-01 00:00:00,2014-08-08 00:00:00,Filled,Technical,Internal,,Dallas,TX
2161,P,2014-08-23,,2014-08-28 00:00:00,,,,,Sourcing start,Non-Technical,,,Dallas,TX
16027,F,2014-06-14,,2014-06-23 00:00:00,2014-07-03 00:00:00,2014-07-29 00:00:00,2014-08-05 00:00:00,2014-08-12 00:00:00,Filled,Technical,Referral,22000.0,Austin,TX
4928,F,2014-08-08,,2014-08-13 00:00:00,,,,,Sourcing start,Non-Technical,,,Austin,TX
18046,F,2014-08-17,,2014-08-26 00:00:00,,,,,Sourcing start,Non-Technical,,,Austin,TX
9243,F,2014-08-31,,,,,,,Approved,Non-Technical,,,Denver,CO
16207,P,2014-08-28,,,,,,,Approved,Non-Technical,,,Boston,MA
5162,F,2014-06-16,,2014-06-23 00:00:00,2014-07-08 00:00:00,2014-07-28 00:00:00,2014-08-03 00:00:00,2014-08-08 00:00:00,Filled,Technical,LinkedIn,24500.0,New York,NY
8487,P,2014-06-27,,2014-07-05 00:00:00,2014-07-24 00:00:00,2014-08-18 00:00:00,2014-08-27 00:00:00,,Offered,Technical,LinkedIn,,Austin,TX
428,F,2014-07-27,,2014-08-03 00:00:00,2014-08-15 00:00:00,,,,Interview start,Non-Technical,LinkedIn,,Chicago,IL
13463,F,2014-07-09,,2014-07-18 00:00:00,2014-08-03 00:00:00,2014-08-19 00:00:00,2014-08-28 00:00:00,,Offered,Technical,Direct,29500.0,San Francisco,CA
8066,F,2014-07-18,,2014-07-25 00:00:00,2014-08-10 00:00:00,2014-08-26 00:00:00,,,Interview end,Non-Technical,Direct,,Boston,MA
9365,P,2014-07-04,,2014-07-11 00:00:00,2014-07-22 00:00:00,2014-08-19 00:00:00,2014-08-24 00:00:00,2014-08-31 00:00:00,Filled,Technical,Referral,,Dallas,TX
1050,F,2014-07-12,,2014-07-18 00:00:00,2014-08-03 00:00:00,2014-08-23 00:00:00,2014-08-29 00:00:00,,Offered,Non-Technical,Internal,25000.0,New York,NY
18071,F,2014-07-31,,2014-08-09 00:00:00,2014-08-27 00:00:00,,,,Interview start,Non-Technical,Internal,,New York,NY
71,F,2014-06-06,,2014-06-11 00:00:00,2014-06-27 00:00:00,2014-07-24 00:00:00,2014-07-29 00:00:00,2014-08-03 00:00:00,Filled,Non-Technical,Internal,17500.0,Denver,CO
18418,F,2014-07-09,,2014-07-18 00:00:00,2014-08-03 00:00:00,2014-08-23 00:00:00,2014-08-30 00:00:00,,Offered,Technical,LinkedIn,22000.0,Chicago,IL
14635,P,2014-07-21,,2014-07-27 00:00:00,2014-08-10 00:00:00,,,,Interview start,Technical,LinkedIn,,New York,NY
9782,F,2014-06-20,,2014-06-29 00:00:00,2014-07-18 00:00:00,2014-08-10 00:00:00,2014-08-18 00:00:00,2014-08-23 00:00:00,Filled,Non-Technical,LinkedIn,13500.0,Atlanta,GA
